passion	N	3-3	We share a passion for books .	He has a passion for cock fighting .

read	V	2-2	Can you read Greek ?	The gauge read ` empty ' .

rerun	V	3-3	We have to rerun the subjects -- they misunderstood the instructions .	Bush wants to rerun in 1996 .

stone	N	10-8	A heavy chap who must have weighed more than twenty stone .	She had jewels made of all the rarest stones .

election	N	4-3	The results of the election will be announced tonight .	They celebrated his election .

event	N	6-2	He acted very wise after the event .	In that event , the first possibility is excluded .

approval	N	4-13	He bought it on approval .	Although she fussed at them , she secretly viewed all her children with approval .

square	N	7-4	You can compute the area of a square if you know the length of its sides .	A checkerboard has 64 squares .

restraint	N	6-2	He was a model of polite restraint .	The unlawful restraint of trade .

irony	N	1-0	The irony of Ireland 's copying the nation she most hated .	Irony is wasted on the stupid .

flare	N	5-5	The skirt had a wide flare .	She could not control her flare of rage .

internationalize	V	0-1	Internationalize trade of certain drugs .	We internationalized the committee .

sit	V	4-1	I asked him to sit .	She sat on the jury .

shore	V	0-3	Shore and buttress an old building .	The river was shored by trees .

government	N	1-5	Tyrannical government .	He had considerable experience of government .

step	V	4-3	The architect wants to step the terrace .	She is always stepping on others to get ahead .

estimation	N	2-4	In my estimation the boy is innocent .	They had a high estimation of his ability .

lubricate	V	0-5	Lubricate my car .	The liquid in this can lubricates well .

wash	V	1-0	Dishwashers wash dishes much more efficiently than most humans .	Wash the towels , please !

nose	N	5-1	The hound has a good nose .	The nose of the rocket heated up on reentry .

presence	N	3-3	He felt the presence of an evil force .	He sensed the presence of danger .

ceiling	N	6-3	The dining room had an ornate ceiling .	He put a ceiling on the number of women who worked for him .

ruin	N	3-4	You have brought ruin on this entire family .	They explored several Roman ruins .

conflict	N	3-3	He noticed a conflict in the dates of the two meetings .	This form of conflict is essential to Mann 's writing .

image	N	2-6	A public image is as fragile as Humpty Dumpty .	A movie is a series of images projected so rapidly that the eye integrates them .

beat	N	3-4	He heard the beat of a drum .	The conductor set the beat .

god	N	3-3	He was a god among men .	Money was his god .

school	N	1-2	The school was founded in 1900 .	When the school day was done we would walk home together .

enrich	V	1-3	Hobbies enrich lives .	The oil boom enriched a lot of local people .

visibility	N	4-6	A windshield with good visibility .	That candidate does not have sufficient visibility to win an election .

post	V	0-2	Post a sign .	I 'll post the news on the bulletin board .

adhesion	N	1-7	The adhesion of Seville was decisive .	A heated hydraulic press was required for adhesion .

sketch	V	0-0	Sketch the building .	Sketch the outline of the book .

organize	V	4-0	Can you help me organize my files ?	Organize a strike .

gas	N	4-10	He stepped on the gas .	The atmosphere is made up of a number of different gases .

rig	V	0-1	Rig a ship .	They rigged the bomb to the ignition .

peace	N	4-0	The roommates lived in peace together .	Peace came on November 11th .

introduce	V	0-5	Introduce the new neighbors to the community .	A new word processor was introduced .

shtik	N	3-1	Give him a shtik cake .	His shtik made us laugh .

history	N	3-0	All of human history .	History takes the long view .

harness	V	0-0	Harness natural forces and resources .	Harness the horse .

twist	V	0-0	Twist one 's head .	Twist the strips of dough .

poison	V	3-2	This mushrooms can poison .	Her husband poisoned her drink in order to kill her .

guard	N	2-0	The left guard was injured on the play .	Guards must be good blockers .

glorify	V	0-2	Glorify one 's spouse 's cooking .	You are glorifying a rather mediocre building .

storage	N	7-5	I′d recommend backing up these files to storage before reinstalling the operating system .	There 's a lot of storage space in the loft .

region	N	4-2	Here we enter the region of opinion .	The equatorial regions .

score	V	0-1	Score the SAT essays .	She scored high on the SAT .

rake	V	0-4	Rake leaves .	The enemy machine guns raked the roadway .

emphasis	N	1-10	His emphasis on civil rights .	He used a yellow highlighter to indicate where to give emphasis in his speech .

explosion	N	2-1	The information explosion .	An explosion of laughter .

flex	V	0-0	Flex your wrists .	Flex a muscle .

nail	V	0-4	Nail the board onto the wall .	The chemists could not nail the identity of the chromosome .

summon	V	0-0	Summon a lawyer .	Summon all your courage .

bond	N	3-9	A $ 10,000 bond was furnished by an alderman .	Organic chemistry primarily consists of the study of carbon bonds , in their many variations .

feel	V	2-2	I can feel the sadness in his poems .	The runner felt her pulse .

chop	V	0-0	Chop a hole in the ground .	Chop meat .

nature	N	4-2	Matters of a personal nature .	The true nature of jealousy .

cinema	N	1-5	The cinema is right across the street from the restaurant .	This story would be good cinema .

stampede	N	9-9	She and her husband would join in the general stampede . -W. Black .	When he shouted ` fire ' there was a stampede to the exits .

blind	N	6-10	He spent hours reading to the blind .	They had just moved in and had not put up blinds yet .

totality	N	3-1	Appalled by the totality of the destruction .	The totality of war and its consequences .

offing	N	6-6	There was a wedding in the offing .	There was a ship in the offing .

constellate	V	2-1	The poets constellate in this town every summer .	Hills constellated with lights .

footing	N	3-5	On a friendly footing .	They were on a friendly footing .

conjecture	N	4-8	The physicist used his conjecture about subatomic particles to design an experiment .	I explained it , but it is pure conjecture whether he understood , or not .

mark	N	8-4	I filled the bottle up to the 500ml mark .	His arrow hit the mark .

acknowledge	V	4-4	It is important to acknowledge the work of others in one 's own writing .	The Crown Prince was acknowledged as the true heir to the throne .

fall	N	12-2	When that became known the price of their stock went into free fall .	In the fall of 1973 .

pressure	N	3-3	She has felt pressure lately because her boss expects her to get the job done by the first .	The public brought pressure to bear on the government .

identity	N	1-3	The identity under numerical multiplication is 1 .	She guessed the identity of his lover .

clear	V	0-0	Clear a debt .	Clear your desk .

theme	N	1-9	The theme is announced in the first measures .	It was the usual ` boy gets girl ' theme .

security	N	10-4	We support the armed services in the name of national security .	He held several valuable securities .

preferment	N	0-1	Preferment of charges .	The preferment went to the younger candidate .

share	V	4-1	I 'd like to share this idea with you .	We shared the cake .

follow	V	3-1	These people still follow the laws of their ancient religion .	She followed dinner with a brandy .

override	V	2-3	Health considerations override financial concerns .	The Congress promptly overrode the president 's veto , passing the bill into law .

bump	V	0-2	Bump and grind .	My car bumped into the tree .

nest	N	1-1	A nest of thieves .	A nest of snipers .

partition	V	0-4	Partition a room off .	The Arab peninsula was partitioned by the British .

shock	N	5-14	Subjects received a small electric shock when they made the wrong response .	Corn is bound in small sheaves and several sheaves are set up together in shocks .

derivative	N	1-5	The derivative of f : f(x ) = x^2 is f':f'(x ) = 2x .	` electricity ' is a derivative of ` electric ' .

reproach	N	2-2	Words of reproach .	He brought reproach upon his family .

fortune	N	4-2	It was as if fortune guided his hand .	Whatever my fortune may be .

entertain	V	0-1	Entertain interesting notions .	He entertained the notion of moving to South America .

union	N	4-4	There is strength in union .	Lightning produced an unusual union of the metals .

topic	N	5-5	It was a very sensitive topic .	He kept drifting off the topic .

marshal	V	0-0	Marshal the troops .	Marshal facts or arguments .

color	N	4-0	She used a different color for the trim .	Color has been a sensitive issue in many societies .

channel	N	5-9	Poison is released through a channel in the snake 's fangs .	Gutters carried off the rainwater into a series of channels under the street .

climax	N	5-1	The deathbed scene is the climax of the play .	The climax of the artist 's career .

penetrate	V	6-2	The hikers did not manage to penetrate the dense forest .	She was penetrated with sorrow .

darkness	N	5-4	He moved off into the darkness .	His lectures dispelled the darkness .

theology	N	1-2	Jewish theology .	He studied theology at Oxford .

production	N	6-8	They export most of their agricultural production .	The widget making machine is being used for production now .

question	N	3-3	There is no question about the validity of the enterprise .	There was a question about my training .

cancel	V	0-4	Cancel cheques or tickets .	The corrective feedback mechanism cancels out the noise .

despair	N	4-10	He turned around in despair , aware that he was not going to survive .	One harsh word would send her into the depths of despair .

scan	N	8-4	You could see the tumor in the CAT scan .	He made a thorough scan of the beach with his binoculars .

distress	N	1-6	Originally distress was a landlord 's remedy against a tenant for unpaid rents or property damage but now the landlord is given a landlord 's lien .	The patient appeared to be in distress .

meter	V	0-0	Meter the flow of water .	Meter the mail .

face	N	2-9	An angry face .	When he returned to work he met many new faces .

upset	N	2-3	The biggest upset since David beat Goliath .	Everyone gets stomach upsets from time to time .

wear	N	4-1	The tires showed uneven wear .	Maternity wear .

gutter	V	0-5	Gutter the buildings .	The cooling lava continued to gutter toward lower ground .

homer	N	5-7	The first baseman hit a homer to lead off the ninth .	Each of the pigeon fanciers released a homer at the same time .

scream	N	3-1	He heard the scream of the brakes .	Her screaming attracted the neighbors .

roominess	N	6-0	His unselfishness gave him great intellectual roominess .	Roominess in this size car is always a compromise .

drive	V	2-1	Can you drive this four-wheel truck ?	He drives me mad .

bleed	V	0-1	Bleed the radiators .	I bled him .

satisfaction	N	1-7	The satisfaction of their demand for better services .	The chef tasted the sauce with great satisfaction .

adjoin	V	6-1	The living room and dining room adjoin each other .	I adjoin a copy of your my lawyer 's letter .

element	N	3-6	Water is the element of fishes .	To be in one 's own element .

bandwagon	N	2-11	The gaudy bandwagon led the circus parade .	When they saw how things were going everybody jumped on the bandwagon .

setter	N	7-2	She has a spaniel and a red setter .	Some crossword setters work for various newspapers under different pseudonyms .

cry	N	1-1	A cry of rage .	Animal cries filled the night .

roll	V	0-1	Roll a cigarette .	They rolled their eyes at his words .

snap	N	4-2	He can hear the snap of a twig .	A cold snap in the middle of May .

running	N	5-1	He has responsibility for the running of two companies at the same time .	The running of the engine is smooth .

ingenuity	N	4-4	A plot of great ingenuity .	The pyramids demonstrate the ingenuity of the ancient Egyptians .

size	N	0-1	Size gives body to a fabric .	The size of the building seemed to have increased since I was last there .

bombshell	N	4-7	She was a blonde bombshell .	News of the attack came like a bombshell .

stay	V	16-1	Some of her friends decided it was time to go home , but she wanted to stay on until sunrise .	To stay a flat sheet in a steam boiler .

press	N	1-6	The press of business matters .	Put the ironing in the linen press .

dash	N	6-6	He is preparing for the 100-yard dash .	He wooed her with the confident dash of a cavalry officer .

rendition	N	9-4	Often imitations are extended to provide a more accurate rendition of the child 's intended meaning .	They heard a live rendition of three pieces by Schubert .

movement	N	6-2	Politicians have to respect a mass movement .	The second movement is slow and melodic .

impulse	N	5-2	He bought it on an impulse .	Profound religious impulses .

pause	V	1-7	We pause for station identification .	When telling the scary story , he paused for effect .

intend	V	4-2	What do his words intend ?	She was intended to become the director .

underlay	V	1-0	To underlay a cut , plate , or the like , for printing .	Underlay the plate .

retroversion	N	14-0	The teacher translated Latin texts into English which he gave to his students for retroversion .	Retroversion of the uterus .

truncate	V	0-0	Truncate a series .	Truncate a word .

conserve	V	5-2	Children must be taught to conserve our national heritage .	Energy is conserved in this process .

manifestation	N	1-1	A manifestation of disease .	A manifestation of great emotion .

pocketbook	N	7-6	That car is too expensive for my pocketbook .	The publishers brought out small format pocketbooks of the whole of their nature series ' .

site	N	3-2	The Israeli web site was damaged by hostile hackers .	A good site for the school .

deliver	V	6-0	Render a verdict ( i.e. , deliver a judgment ) .	Deliver a captive from the prison .

chemistry	N	1-1	The chemistry of soil .	Their chemistry was wrong from the beginning -- they hated each other .

bank	N	4-1	He sat on the bank of the river and watched the currents .	That bank holds the mortgage on my home .

spin	V	0-1	Spin silk .	Spiders spin a fine web .

consumption	N	1-3	The consumption of energy has increased steadily .	The fire 's consumption of the forest caused ecological changes .

assume	V	5-1	When will the new President assume office ?	He assumed to himself the right to fill all positions in the town .

stretch	V	0-0	Stretch out that piece of cloth .	Stretch the limits .

nose	N	6-2	She has a cold in the nose .	Keep your nose out of it .

reserve	V	3-0	We managed to reserve a table at Maxim 's .	Reserve me a seat on a flight .

character	N	2-2	The radical character of our demands .	A real character .

flight	N	1-4	Take flight .	Birds are capable of flight .

beat	V	0-2	Beat the drum .	I got beaten up by thugs on my way home .

type	N	2-8	The capable type .	The word ` element ' contains five different types of character .

excavate	V	0-4	Excavate gold .	Carnegie had a lake excavated for Princeton University 's rowing team .

hearing	N	10-5	They make good music -- you should give them a hearing .	They condemned him without a hearing .

complexion	N	2-2	A rugged complexion .	Diphthongs are complexions of vowels .

rein	V	0-1	Rein a horse .	He reined in his horses in front of the post office .

stretch	N	2-1	Beyond any stretch of his understanding .	A stretch of clear water .

unclothe	V	0-1	Unclothe your heart of envy .	She unclothed her innermost feelings .

notice	N	3-3	We received a notice to vacate the premises .	He escaped the notice of the police .

population	N	3-9	He deplored the population of colonies with convicted criminals .	It is an estimate of the mean of the population .

lot	N	4-1	They were an angry lot .	A lot of money .

concord	V	2-2	Both philosophers concord on this point .	Their ideas concorded .

plant	V	0-0	Plant fish .	Plant a thought in the students ' minds .

wind	N	4-13	When there is no wind , row .	He put the key in the old clock and gave it a good wind .

plus	N	4-10	He is a real plus to the team .	A water molecule is made up of two hydrogen atoms plus one of oxygen .

creation	N	2-5	From its creation the plan was doomed to failure .	The restructure resulted in the creation of a number of shared services .

association	N	7-1	The host is not always injured by association with a parasite .	His association of his father with being beaten was too strong to break .

evacuate	V	0-6	Evacuate the bottle .	After the earthquake , residents were evacuated .

park	N	9-5	There are laws that protect the wildlife in this park .	The put the car in park and got out .

grow	V	1-2	We grow wheat here .	The child grew fast .

man	N	5-7	He awaited word from his man in Havana .	He taught me to set up the men on the chess board .

map	V	6-2	We have n't even begun to map the many galaxies that we know exist .	Sorrow was mapped on the mother 's face .

perceive	V	2-2	I could perceive the ship coming over the horizon .	She finally perceived the futility of her protest .

pleasure	N	1-4	The pleasure of his company .	He was tingling with pleasure .

refer	V	0-0	Refer a bill to a committee .	Refer to your notes .

endorse	V	0-0	Endorse cheques .	Endorse a new project .

security	N	8-7	The watch dog gave her a feeling of security .	Bankers are reluctant to lend without good security .

chance	N	7-5	We ran into each other by pure chance .	There is a 30 % chance of rain tomorrow .

surrender	V	4-5	The squatters had to surrender the building after the police moved in .	The last Taleban fighters finally surrendered .

twin	V	0-3	Twin crystals .	The polished surface twinned his face and chest in reverse .

selection	N	5-4	The store carried a large selection of shoes .	I 've brought a selection of fine cheeses to go with your wine .

enjoy	V	0-2	Enjoy your holidays !	The industry enjoyed a boom .

salute	V	10-3	When the officers show up , the soldiers have to salute .	A terrible stench saluted our nostrils .

execute	V	1-2	To execute a turn in ballet .	The President executed the treaty .

baste	V	0-0	Baste a roast .	Baste a hem .

calve	V	2-4	The whales calve at this time of year .	The icebergs and glaciers calve .

construction	N	7-2	She wore her hair in an amazing construction of whirls and ribbons .	During the construction we had to take a detour .

seize	V	1-2	To seize a ship after libeling .	The movie seized my imagination .

test	N	1-2	The test was standardized on a large sample of students .	When the test was stolen the professor had to make a new set of questions .

steamroller	V	0-2	Steamroller the road .	The Senator steamrollered the bill to defeat .

produce	V	4-0	The tree would not produce fruit .	Produce a new play .

leg	N	10-15	After six days , we 're finally in the last leg of our cross-country trip .	Dan wo n't be able to come to the party , since he broke his leg last week and is now on crutches .

attention	N	5-5	She was the center of attention .	The old car needs constant attention .

richness	N	4-7	They studied forerunners of richness or poverty .	The cut of her clothes and the richness of the fabric were distinctive .

kid	N	0-6	Kid gloves .	They were able to send their kids to college .

park	V	0-2	Park the children with the in-laws .	Can you park right here ?

rotation	N	1-1	Crop rotation .	The rotation of the dancer kept time with the music .

turnout	N	2-1	A large turnout for the meeting .	The turnout for the rally .

patient	N	9-4	The subject of a passive verb is usually a patient .	The number of emergency patients has grown rapidly .

probe	V	0-2	Probe an anthill .	If you probe further , you may discover different reasons .

add	V	1-1	To add numbers .	This adds a light note to the program .

apply	V	3-1	The same laws apply to you !	He applied this racial slur to me !

back	N	4-6	The fall broke his back .	The titles are printed on the backs of the books .

heat	V	2-2	I 'll heat up the water .	The massage heated her up .

party	N	5-5	The contract requires that the party of the first part pay the fee .	I 'm throwing a huge party for my 21st birthday .

affinity	N	2-7	The mysterious affinity between them .	In anatomical structure prehistoric man shows close affinity with modern humans .

give	V	0-0	Give a divorce .	Give one 's talents to a good cause .

wave	N	1-2	A wave of emotion swept over him .	A heat wave .

rail	V	0-1	Rail off the crowds from the Presidential palace .	She railed against the bad social policies .

exploit	V	2-2	We must exploit the resources we are given wisely .	He is exploiting the students .

kindling	N	4-1	Go and collect some kindling .	The kindlings of love .

treat	V	0-0	Treat the water so it can be drunk .	Treat him with caution , please .

screen	V	0-0	Screen the job applicants .	Screen the suitcases .

mistake	N	4-2	He made a bad mistake .	Make no mistake about his intentions .

round	N	3-1	We enjoyed our round of the local bars .	Hospital rounds .

lodge	V	0-2	Lodge a bullet in the table .	We are lodging three foreign students this semester .

pillar	N	1-2	A pillar of smoke .	A thin pillar of smoke betrayed their campsite .

cast	V	0-0	Cast lots .	Cast a spell .

deck	V	6-0	Wow , did you see her deck that guy who pinched her ?	Deck the halls with holly .

cradle	N	5-1	He was taught from the cradle never to cry .	The cradle of liberty .

change	N	3-4	He attributed the change to their marriage .	It is a refreshing change to meet a woman mechanic .

header	N	1-4	Your header is too long ; " Local Cannibals " will suffice .	This wall has four header courses .

host	N	5-4	Atlanta was chosen to be host for the Olympic Games .	Viruses depend on the host that they infect in order to be able to reproduce .

set	V	0-1	Set a broken bone .	We set up the sprinkler .

disentangle	V	2-3	Can you disentangle the cord ?	How can I disentangle myself from her personal affairs ?

call	V	3-2	I would not call her beautiful .	The unions called a general strike for Sunday .

raise	V	1-0	We raise hogs here .	Raise an army .

ply	V	0-0	Ply an axe .	Ply the seven seas .

underbelly	N	2-7	The soft underbelly of the Axis- Winston Churchill .	The area by the canal is the underbelly of town - not something you 'd see in the guidebooks .

release	N	1-2	The release of iodine from the thyroid gland .	A new release from the London Symphony Orchestra .

obstruction	N	0-5	Obstruction of justice .	The filibuster was a major obstruction to the success of their plan .

stock	N	9-4	He owns a controlling share of the company 's stock .	They will cut round stock to 1-inch diameter .

condition	V	1-1	I condition my hair after washing it .	He conditions old cars .

lid	N	4-1	He raised the piano lid .	His lids would stay open no longer .

drive	N	3-1	He sliced his drive out of bounds .	His drive and energy exhausted his co-workers .

step	N	5-3	He paused on the bottom step .	The police took steps to reduce crime .

value	N	1-6	The value assigned was 16 milliseconds .	I establish the colors and principal values by organizing the painting into three values -- dark , medium ... and light - Joe Hing Lowe .

refocus	V	4-0	The group needs to refocus its goals .	Refocus the image until it is very sharp .

squeeze	N	2-4	A gentle squeeze on the arm .	Increased expenses put a squeeze on profits .

irritate	V	0-1	Irritate the glands of a leaf .	Aspirin irritates my stomach .

deflate	V	0-6	Deflate a balloon .	The bad review of his work deflated his self-confidence .

mold	V	0-2	Mold public opinion .	The furniture molded in the old house .

dawn	N	1-3	The dawn of civilization .	It was the dawn of the Roman Empire .

march	N	4-1	It was a long march .	The march went up Fifth Avenue .

trim	V	2-0	They traditionally trim the tree on Christmas Eve .	Trim lumber .

section	N	1-7	No section of the nation is more ardent than the South .	He always turns first to the business section .

playbook	N	6-2	They borrowed a page from the playbook of the opposition .	The 1963 playbook leaves out the whole first scene .

cover	V	8-2	When the pot comes to a boil , cover it and reduce the heat to medium .	This farm covers some 200 acres .

splash	N	7-2	Her red hat gave her outfit a splash of color .	Just a splash of whiskey .

bend	V	2-2	Copper rods bend easily .	The road bends to the right .

reason	N	1-8	The reason I robbed the bank was that I needed the money .	We are told that man is endowed with reason and capable of distinguishing good from evil .

earth	N	1-9	The earth shook for several minutes .	She sighed when the plane 's wheels finally touched earth .

decree	V	4-2	The King only can decree .	The King decreed that all firstborn males should be killed .

planting	N	6-3	The landscape architect suggested a small planting in the northwest corner .	He ordered the planting of policemen outside every doorway .

gum	V	2-2	If you gum the tape it is stronger .	These trees gum in the Spring .

handwriting	N	0-3	Handwriting can be slow and painful for one with arthritis .	She recognized his handwriting .

mail	V	2-2	I 'll mail you the paper when it 's written .	I 'll mail you the check tomorrow .

recourse	N	1-2	Have recourse to the courts .	His only recourse was the police .

exchange	N	8-5	All in all , it was an even exchange .	Deductible losses on sales or exchanges of property are allowable .

nature	N	4-3	They tried to preserve nature as they found it .	It is his nature to help others .

catch	V	6-2	If you leave now you might catch him .	Did you catch that allusion ?

communication	N	4-4	The node had established communication with the network , but had as yet sent no data .	A secret passageway provided communication between the two rooms .

walk	V	4-0	The patient can not walk yet .	Walk with God .

approach	N	6-1	He lost the hole when his approach rolled over the green .	The approach of winter .

truth	N	3-3	He told the truth .	They debated the truth of the proposition .

constituent	N	2-4	The animal constituent of plankton .	Needs continued support by constituents to be re-elected .

place	V	0-1	Place a bet .	He placed the glass on the table .

manage	V	5-1	The young violinist did n't manage her bow very well .	She managed her parents ' affairs after they got too old .

iceberg	N	0-4	Iceberg is still the most popular lettuce .	The Titanic hit an iceberg and sank .

react	V	5-1	The hydrogen and the oxygen react .	She reacts negatively to everything I say .

slice	N	1-1	A slice of the company 's revenue .	A slice of bread .

work	V	0-2	Work the body onto the flatbed truck .	He is working his servants hard .

discovery	N	7-6	The defense argued that the plaintiff 's discovery was inadequate .	The purpose of the voyage was discovery .

contribution	N	5-3	I am proud of my contribution in advancing the project .	He expected his contribution to be repaid with interest .

manner	N	1-2	What manner of man are you ?	Her dignified manner .

accept	V	1-2	To accept the report of a committee .	The cow accepted the bull .

fend	V	4-5	The youngsters had to fend for themselves after their parents died .	The mountain climbers had to fend against the ice and snow .

whiff	V	0-4	Whiff a pipe .	The gust of air whiffed away the clouds .

compass	V	8-1	This writer attempts more than his talents can compass .	We compassed the earth .

see	V	2-0	Do you see what I mean ?	See that the curtains are closed .

arrange	V	0-0	Arrange my schedule .	Arrange the books on the shelves in chronological order .

quest	N	1-1	A quest for diamonds .	A quest for wealth .

edition	N	4-5	They issued a limited edition of Bach recordings .	The boy is a younger edition of his father .

grind	V	0-0	Grind the spices in a mortar .	Grind a lens .

populate	V	0-2	Populate the forest with deer and wild boar for hunting .	Deer are populating the woods .

brandish	V	0-1	Brandish a sword .	He brandished his sword at the pirates .

line	V	1-1	To line a copy book .	Trees line the riverbank .

study	N	9-3	He knocked lightly on the closed door of the study .	Anthropology is the study of human beings .

version	N	1-2	His version of the fight was different from mine .	An experimental version of the night fighter .

fly	V	2-2	All nations fly their flags in front of the U.N.	The pilot flew to Cuba .

shipment	N	4-0	We 're expecting another shipment of oranges tomorrow .	Shipment of hazardous waste on this route is strictly prohibited .

shake	V	2-2	Do n't shake your fist at me !	These stories shook the community .

bone	V	3-0	I had to bone up on my Latin verbs before the final exam .	Bone the turkey before roasting it .

foundation	N	1-3	The foundation of a new scientific society .	There is little foundation for his objections .

material	N	4-5	The archives provided rich material for a definitive biography .	Coal is a hard black material .

coat	N	2-5	A second coat of paint .	When the dog shed its coat , it left hair all over the furniture and the carpet .

prize	V	1-1	We prize his creativity .	I prize these old photographs .

deposit	V	0-1	Deposit the suitcase on the bench .	She deposits her paycheck every month .

graduate	V	0-2	Graduate a cylinder .	This school graduates 2,000 students each year .

shade	V	3-0	The butterfly wings shade to yellow .	Shade your eyes when you step out into the bright sunlight .

point	V	0-1	Point a chimney .	He pointed to the empty parking space .

grace	N	11-3	A beautiful figure which she used in subtle movements of unparalleled grace .	The conception of grace developed alongside the conception of sin .

negociate	V	0-2	Negociate securities .	The parties negociated all night .

protection	N	3-4	They had no protection from the fallout .	The witnesses demanded police protection .

loosen	V	0-0	Loosen the tension on a rope .	Loosen the soil .

discipline	N	3-5	He insisted on discipline among the troops .	The offenders deserved the harsh discipline they received .

evoke	V	0-2	Evoke sympathy .	This remark evoked sadness .

blanket	N	6-3	The city woke under a thick blanket of fog .	There was a blanket of snow .

inundate	V	4-3	The Dutch would sometimes inundate the land to hinder the Spanish army .	The basement was inundated after the storm .

lump	N	1-4	A lump of coal .	Do you want one lump or two with your coffee ?

snag	V	0-1	Snag a bargain .	I snagged my stocking .

hollow	N	7-4	He built himself a cabin in a hollow high up in the Appalachians .	Hunger had caused the hollows in their cheeks .

network	N	1-7	A network of canals .	Retirement meant dropping out of a whole network of people who had been part of my life .

speculation	N	6-0	He knew the stock was a speculation when he bought it .	Speculations about the outcome of the election .

interpretation	N	4-6	The report included his interpretation of the forensic evidence .	The edict was subject to many interpretations .

administer	V	0-0	Administer the last unction .	Administer an exam .

spike	N	5-5	The seismograph showed a sharp spike in response to the temblor .	The second baseman sharpened his spikes before every game .

puff	V	0-3	Puff a cigar .	He huffed and puffed as he made his way up the mountain .

meet	V	0-2	Meet a need .	My proposal met with much opposition .

thing	N	6-0	I could n't tell what the thing was .	Things are going well .

carrier	N	5-1	The bonds were transmitted by carrier .	Refrigerated carriers have revolutionized the grocery business .

foul	V	0-1	Foul the water .	Jones fouled for strike one .

ping	V	2-3	I 'll ping my accountant -- April 15 is nearing .	My car was pinging until my last oil change .

receive	V	0-3	Receive letters from the front .	The lady is receiving Sunday morning .

rule	V	0-0	Rule one 's temper .	Rule the margins .

contrast	V	2-4	The students contrast considerably in their artistic abilities .	The middle school teacher contrasted her best student 's work with that of her weakest student .

stone	N	6-0	Her face was as hard as stone .	Stone is abundant in New England and there are many quarries .

zero	N	7-11	The temperature outside is ten degrees below zero .	The electromagnetic field does not drop all of the way to zero before a reversal .

commit	V	0-1	Commit a random act of kindness .	She committed herself to the work of God .

embarrassment	N	1-7	An embarrassment of riches .	The outcome of the vote was an embarrassment for the liberals .

issue	N	4-5	She found an old issue of the magazine in her dentist 's waiting room .	Politicians never discuss the real issues .

square	V	0-1	Square the wood with a file .	He squared his shoulders .

leap	V	0-2	Leap into fame .	The child leapt across the puddle .

relief	N	3-4	He enjoyed his relief from responsibility .	The contributions provided some relief for the victims .

flame	V	4-8	The sky seemed to flame in the Hawaiian sunset .	The person who posted an inflammatory message got flamed .

cut	N	4-8	He played the first cut on the cd .	He insisted that we give him the last cut before every deal .

object	N	2-9	The sole object of her trip was to see her children .	It was full of rackets , balls and other objects .

appeal	N	1-1	An appeal to raise money for starving children .	Their appeal was denied in the superior court .

draft	N	6-4	I have to revise the first draft of my term paper .	They served beer on draft .

space	N	5-3	The first major milestone in space exploration was in 1957 , when the USSR 's Sputnik 1 orbited the Earth .	He said the space is the most important character in the alphabet .

ice	N	3-2	Look at the ice on that dame !	Americans like ice in their drinks .

outburst	N	5-1	The man let out an outburst of invective .	An outburst of heavy rain .

fix	V	0-0	Fix breakfast for the guests , please .	Fix the variables .

bask	V	1-3	To bask in someone 's favour .	The seals were basking in the sun .

negate	V	4-4	The investigation tending to negate any supernatural influences .	A pessimism that always negates .

resolution	N	4-8	It was his unshakeable resolution to finish the work .	He always wrote down his New Year 's resolutions .

guard	V	0-4	Guard my possessions while I 'm away .	There would be men guarding the horses .

sewer	N	1-6	A sewer of fine gowns .	All that work went down the sewer .

see	V	6-0	The artist must first learn to see .	See whether it works .

reach	V	2-2	Can he reach ?	The water reached the doorstep .

wrench	V	0-0	Wrench a window off its hinges .	Wrench one 's ankle .

origin	N	3-4	Jupiter was the origin of the radiation .	He comes from good origins .

constitutionalize	V	7-8	A good way of exercising is to constitutionalize .	A woman 's right to an abortion was constitutionalized in the 1970 's .

start	V	2-1	Who will start ?	I start at eight in the morning .

pop	N	3-0	Listen to the pop of a champagne cork .	Pop music , despite its commercial focus , includes many artistic gems .

spin	N	3-5	He put some spin on the cue ball .	He gave the crank a spin .

tick	N	12-3	Indicate that you are willing to receive marketing material by putting a tick in the box .	He counted the ticks of the clock .

network	N	2-16	A railroad network .	To get a job in today 's economy , it is important to have a strong network .

passing	N	1-5	The passing of winter .	The coach sent in a passing play on third and long .

start	N	6-4	It was off to a good start .	They got an early start .

wind	V	0-2	Wind your watch .	The river winds through the hills .

attack	V	5-4	The visiting team started to attack .	The cancer cells are attacking his liver .

discourage	V	2-3	We should discourage this practice among our youth .	Do n't be discouraged by the amount of work left to do : you 'll finish it in good time .

